DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Vict Age	Vict Sex	Vict Descent	LAT	LON
230613179	07/25/2023 12:00:00 AM	02/20/2020 12:00:00 AM	1720	6	Hollywood	631	2	354	37	M	O	34.0911	-118.3932
221210279	04/16/2022 12:00:00 AM	11/05/2020 12:00:00 AM	2230	12	77th Street	1233	1	440	42	F	B	33.9888	-118.3089
230308058	03/20/2023 12:00:00 AM	03/20/2020 12:00:00 AM	2200	3	Southwest	361	1	330	32	M	B	34.0198	-118.3522
220813413	08/17/2022 12:00:00 AM	03/17/2020 12:00:00 AM	1555	8	West LA	851	2	354	56	M	A	34.0405	-118.4633
231109634	06/01/2023 12:00:00 AM	09/11/2020 12:00:00 AM	2359	11	Northeast	1124	2	845	0	Others	X	34.118	-118.2489
220310688	05/15/2022 12:00:00 AM	08/02/2020 12:00:00 AM	130	3	Southwest	328	2	354	60	M	W	34.028	-118.284
231310841	05/17/2023 12:00:00 AM	02/22/2020 12:00:00 AM	955	13	Newton	1361	2	354	29	M	H	34.001	-118.274
221307277	02/11/2022 12:00:00 AM	02/12/2020 12:00:00 AM	1205	13	Newton	1371	2	354	26	F	S	33.9942	-118.274
232017416	10/30/2023 12:00:00 AM	08/25/2020 12:00:00 AM	1240	20	Olympic	2022	2	354	29	M	O	34.069	-118.3104
221706832	03/21/2022 12:00:00 AM	03/21/2020 12:00:00 AM	115	17	Devonshire	1781	1	236	35	F	W	34.2282	-118.5885
202112289	08/03/2020 12:00:00 AM	07/30/2020 12:00:00 AM	1400	21	Topanga	2113	1	510	0			34.2083	-118.619
221008947	05/08/2022 12:00:00 AM	05/08/2020 12:00:00 AM	1206	10	West Valley	1017	2	354	48	F	W	34.2021	-118.5109
221505374	02/04/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1220	15	N Hollywood	1515	2	354	23	M	H	34.193	-118.3889
220305685	02/08/2022 12:00:00 AM	02/02/2020 12:00:00 AM	2000	3	Southwest	392	1	510	0			34.0037	-118.3294
210305239	12/30/2020 12:00:00 AM	12/29/2020 12:00:00 AM	2000	3	Southwest	335	1	331	42	F	H	34.0261	-118.3248
221614254	11/13/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1	16	Foothill	1643	2	354	22	F	H	34.2554	-118.4169
221210224	04/14/2022 12:00:00 AM	05/06/2020 12:00:00 AM	1435	12	77th Street	1243	2	354	47	M	B	33.9824	-118.309
231509915	05/18/2023 12:00:00 AM	01/01/2020 12:00:00 AM	220	15	N Hollywood	1515	2	354	30	F	H	34.1939	-118.39
231311162	05/23/2023 12:00:00 AM	06/29/2020 12:00:00 AM	1800	13	Newton	1352	1	341	43	F	H	34.0057	-118.2669
221916140	10/25/2022 12:00:00 AM	10/25/2020 12:00:00 AM	1200	19	Mission	1962	2	813	10	F	H	34.2369	-118.4675
231813707	07/20/2023 12:00:00 AM	08/28/2020 12:00:00 AM	1	18	Southeast	1846	2	354	51	F	B	33.9323	-118.2502
231808628	03/27/2023 12:00:00 AM	08/27/2020 12:00:00 AM	2115	18	Southeast	1804	2	354	33	M	H	33.9573	-118.2629
220814938	09/25/2022 12:00:00 AM	08/22/2020 12:00:00 AM	1800	8	West LA	806	1	442	42	M	W	34.1061	-118.4637
221212785	05/30/2022 12:00:00 AM	01/20/2020 12:00:00 AM	800	12	77th Street	1258	2	740	52	F	B	33.9698	-118.2739
221606131	03/07/2022 12:00:00 AM	02/09/2020 12:00:00 AM	900	16	Foothill	1693	2	354	57	F	H	34.2105	-118.402
210805827	02/16/2021 12:00:00 AM	02/16/2020 12:00:00 AM	430	8	West LA	852	1	310	41	M	W	34.0435	-118.4565
231220373	09/26/2023 12:00:00 AM	12/01/2020 12:00:00 AM	1200	12	77th Street	1258	1	121	12	F	W	33.9689	-118.2739
221010828	06/24/2022 12:00:00 AM	04/01/2020 12:00:00 AM	1200	10	West Valley	1025	2	932	26	F	H	34.1939	-118.5317
230114808	06/25/2023 12:00:00 AM	06/24/2020 12:00:00 AM	2230	1	Central	111	1	352	28	F	H	34.0582	-118.2387
222113244	08/19/2022 12:00:00 AM	01/20/2020 12:00:00 AM	1	21	Topanga	2157	1	420	0			34.1938	-118.5884
220704424	01/11/2022 12:00:00 AM	03/01/2020 12:00:00 AM	1425	7	Wilshire	733	1	341	32	F	W	34.0637	-118.3562
222017661	09/23/2022 12:00:00 AM	09/20/2020 12:00:00 AM	2030	20	Olympic	2049	2	624	52	F	K	34.0569	-118.2842
221516921	11/02/2022 12:00:00 AM	02/01/2020 12:00:00 AM	1200	15	N Hollywood	1567	2	354	41	M	W	34.1504	-118.3631
221607647	04/25/2022 12:00:00 AM	08/29/2020 12:00:00 AM	2300	16	Foothill	1613	2	810	12	F	H	34.2758	-118.4052
231609210	06/15/2023 12:00:00 AM	05/09/2020 12:00:00 AM	905	16	Foothill	1695	2	354	20	M	W	34.2103	-118.3671
220611494	06/08/2022 12:00:00 AM	03/12/2020 12:00:00 AM	1140	6	Hollywood	667	2	624	14	M	H	34.0944	-118.318
221506757	11/23/2021 12:00:00 AM	09/01/2020 12:00:00 AM	1	15	N Hollywood	1589	2	354	32	M	O	34.1362	-118.342
231109830	06/06/2023 12:00:00 AM	10/30/2020 12:00:00 AM	2359	11	Northeast	1124	2	845	0	Others	X	34.118	-118.2489
220818200	12/15/2022 12:00:00 AM	01/01/2020 12:00:00 AM	800	8	West LA	859	2	354	53	M	A	34.0496	-118.3791
220320024	11/09/2022 12:00:00 AM	11/09/2020 12:00:00 AM	1	3	Southwest	398	2	354	24	F	H	34.0054	-118.2827
230319519	11/08/2023 12:00:00 AM	07/24/2020 12:00:00 AM	800	3	Southwest	361	2	354	31	M	B	34.0161	-118.3547
221011732	07/18/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1200	10	West Valley	1033	2	354	83	F	O	34.1847	-118.5441
221224187	11/18/2022 12:00:00 AM	07/18/2020 12:00:00 AM	1255	12	77th Street	1235	2	354	31	F	B	33.9883	-118.3024
220705842	02/18/2022 12:00:00 AM	12/20/2020 12:00:00 AM	1200	7	Wilshire	758	1	440	65	M	O	34.0504	-118.3296
221507765	03/31/2022 12:00:00 AM	01/01/2020 12:00:00 AM	950	15	N Hollywood	1555	2	354	91	F	W	34.163	-118.3774
210804049	01/02/2021 12:00:00 AM	12/04/2020 12:00:00 AM	2200	8	West LA	884	1	480	32	M	W	34.0364	-118.4346
231210693	04/19/2023 12:00:00 AM	03/05/2020 12:00:00 AM	1505	12	77th Street	1283	2	354	47	M	B	33.9519	-118.3025
230312511	06/21/2023 12:00:00 AM	04/03/2020 12:00:00 AM	1145	3	Southwest	373	2	354	40	F	B	34.0146	-118.3301
230209650	04/26/2023 12:00:00 AM	01/08/2020 12:00:00 AM	1400	2	Rampart	265	1	510	0			34.0544	-118.2767
220806369	02/28/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	8	West LA	805	1	341	82	F	W	34.0871	-118.4722
221911806	07/10/2022 12:00:00 AM	03/25/2020 12:00:00 AM	1	19	Mission	1977	2	354	31	M	H	34.2352	-118.4339
230612691	07/18/2023 12:00:00 AM	09/18/2020 12:00:00 AM	342	6	Hollywood	626	2	354	25	M	B	34.1058	-118.3289
231208015	03/05/2023 12:00:00 AM	02/01/2020 12:00:00 AM	1636	12	77th Street	1242	2	354	39	M	O	33.9811	-118.3226
221004502	01/15/2022 12:00:00 AM	11/01/2020 12:00:00 AM	1200	10	West Valley	1037	2	354	54	F	H	34.1885	-118.5089
220208280	04/04/2022 12:00:00 AM	11/17/2020 12:00:00 AM	10	2	Rampart	237	2	900	28	F	H	34.061	-118.2615
211705203	02/02/2021 12:00:00 AM	12/04/2020 12:00:00 AM	1200	17	Devonshire	1761	2	649	0	M	W	34.25	-118.603
201310253	05/02/2020 12:00:00 AM	04/27/2020 12:00:00 AM	1700	13	Newton	1331	1	331	30	M	W	34.023	-118.2765
220911563	07/14/2022 12:00:00 AM	09/03/2020 12:00:00 AM	1	9	Van Nuys	935	2	354	33	F	B	34.1847	-118.4443
230907876	04/07/2023 12:00:00 AM	03/15/2020 12:00:00 AM	800	9	Van Nuys	935	1	440	52	M	W	34.1837	-118.4443
230119627	09/11/2023 12:00:00 AM	05/09/2020 12:00:00 AM	1250	1	Central	119	1	420	0			34.055	-118.2321
220619815	12/01/2022 12:00:00 AM	12/08/2020 12:00:00 AM	1	6	Hollywood	632	2	354	58	F	H	34.104	-118.3755
220317214	09/21/2022 12:00:00 AM	03/15/2020 12:00:00 AM	1415	3	Southwest	393	2	354	56	F	B	34.0103	-118.3341
231207740	02/17/2023 12:00:00 AM	02/17/2020 12:00:00 AM	1240	12	77th Street	1269	2	354	52	M	O	33.9665	-118.263
220815553	10/14/2022 12:00:00 AM	08/10/2020 12:00:00 AM	1000	8	West LA	842	2	354	47	M	W	34.0495	-118.4609
220204577	01/15/2022 12:00:00 AM	08/01/2020 12:00:00 AM	800	2	Rampart	289	2	930	49	M	B	34.0464	-118.2721
211408216	03/16/2021 12:00:00 AM	12/28/2020 12:00:00 AM	1100	14	Pacific	1496	2	668	0			33.9472	-118.3909
221217505	07/17/2022 12:00:00 AM	06/09/2020 12:00:00 AM	1700	12	77th Street	1233	2	956	36	M	B	33.9873	-118.3167
231614496	11/29/2023 12:00:00 AM	11/27/2020 12:00:00 AM	1900	16	Foothill	1685	1	820	14	F	H	34.2121	-118.3856
220710510	06/16/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1	7	Wilshire	742	2	668	19	Others	X	34.063	-118.3614
220416014	12/05/2022 12:00:00 AM	04/29/2020 12:00:00 AM	1	4	Hollenbeck	466	2	354	75	M	H	34.0447	-118.2075
220221184	12/05/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	2	Rampart	251	2	354	19	F	B	34.0605	-118.2814
221907753	04/01/2022 12:00:00 AM	10/16/2020 12:00:00 AM	2300	19	Mission	1994	1	121	18	F	H	34.2215	-118.4507
220114107	06/13/2022 12:00:00 AM	02/25/2020 12:00:00 AM	1	1	Central	164	2	354	23	M	B	34.0453	-118.2499
221218085	08/08/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1200	12	77th Street	1293	2	354	42	M	O	33.9409	-118.3102
221916426	11/02/2022 12:00:00 AM	01/09/2020 12:00:00 AM	1000	19	Mission	1985	1	341	37	M	H	34.2271	-118.4503
221810263	05/05/2022 12:00:00 AM	05/05/2020 12:00:00 AM	1221	18	Southeast	1842	2	354	21	M	H	33.9374	-118.2739
230618170	11/20/2023 12:00:00 AM	01/17/2020 12:00:00 AM	1500	6	Hollywood	645	2	946	34	F	W	34.1004	-118.3414
220319411	10/31/2022 12:00:00 AM	10/30/2020 12:00:00 AM	2000	3	Southwest	378	1	352	34	F	H	34.0181	-118.2846
221717327	12/08/2022 12:00:00 AM	06/04/2020 12:00:00 AM	1100	17	Devonshire	1723	2	956	30	F	W	34.2624	-118.5908
220407062	03/31/2022 12:00:00 AM	10/15/2020 12:00:00 AM	1200	4	Hollenbeck	421	2	649	56	F	H	34.0736	-118.217
221513237	08/08/2022 12:00:00 AM	07/05/2020 12:00:00 AM	1	15	N Hollywood	1501	2	354	59	M	H	34.2198	-118.4201
211518743	12/14/2021 12:00:00 AM	04/11/2020 12:00:00 AM	1200	15	N Hollywood	1543	2	946	13	F	O	34.1667	-118.402
220512901	08/24/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1	5	Harbor	507	2	956	24	F	B	33.8234	-118.3038
230618916	12/13/2023 12:00:00 AM	12/11/2020 12:00:00 AM	1900	6	Hollywood	678	2	662	49	F	H	34.0885	-118.3092
231309992	05/01/2023 12:00:00 AM	05/01/2020 12:00:00 AM	700	13	Newton	1393	1	815	39	F	H	33.9797	-118.2766
221704519	12/05/2021 12:00:00 AM	12/01/2020 12:00:00 AM	740	17	Devonshire	1767	2	354	72	F	W	34.2449	-118.5361
221709277	05/24/2022 12:00:00 AM	05/13/2020 12:00:00 AM	1130	17	Devonshire	1795	2	354	40	F	W	34.2231	-118.5098
211420201	08/03/2020 12:00:00 AM	08/03/2020 12:00:00 AM	1435	14	Pacific	1463	1	440	31	F	W	33.9793	-118.4139
211804059	01/02/2021 12:00:00 AM	12/30/2020 12:00:00 AM	2000	18	Southeast	1821	2	745	30	M	B	33.9491	-118.2893
210905375	02/05/2021 12:00:00 AM	11/15/2020 12:00:00 AM	1200	9	Van Nuys	914	1	420	0			34.1975	-118.4662
221513146	08/06/2022 12:00:00 AM	04/20/2020 12:00:00 AM	1200	15	N Hollywood	1503	1	510	0			34.201	-118.399
231717646	11/02/2023 12:00:00 AM	01/01/2020 12:00:00 AM	825	17	Devonshire	1708	2	354	33	M	B	34.2822	-118.4912
220704526	01/16/2022 12:00:00 AM	10/01/2020 12:00:00 AM	1200	7	Wilshire	702	2	354	36	F	W	34.0871	-118.3511
221305923	01/26/2022 12:00:00 AM	12/25/2020 12:00:00 AM	2200	13	Newton	1353	2	810	16	F	H	34.0057	-118.2581
220917252	12/13/2022 12:00:00 AM	12/21/2020 12:00:00 AM	1800	9	Van Nuys	916	2	627	5	M	H	34.1939	-118.4313
230205256	01/20/2023 12:00:00 AM	02/23/2020 12:00:00 AM	250	2	Rampart	202	2	354	32	M	W	34.0888	-118.2881
231321415	11/30/2023 12:00:00 AM	07/06/2020 12:00:00 AM	1245	13	Newton	1361	2	354	42	M	B	33.9992	-118.274
222009929	05/15/2022 12:00:00 AM	06/08/2020 12:00:00 AM	1900	20	Olympic	2023	2	354	36	M	W	34.069	-118.3029
200114396	07/06/2020 12:00:00 AM	07/04/2020 12:00:00 AM	100	1	Central	157	1	510	0			34.0423	-118.2453
220811962	07/14/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1	8	West LA	881	1	310	68	M	W	34.0354	-118.4459
221206342	02/13/2022 12:00:00 AM	02/13/2020 12:00:00 AM	1100	12	77th Street	1257	1	761	23	F	B	33.9688	-118.2894
221106367	03/06/2022 12:00:00 AM	11/10/2020 12:00:00 AM	2300	11	Northeast	1177	2	745	54	M	H	34.091	-118.2277
221115990	11/07/2022 12:00:00 AM	10/06/2020 12:00:00 AM	1	11	Northeast	1137	2	812	7	M	H	34.1085	-118.2011
220214438	08/08/2022 12:00:00 AM	08/01/2020 12:00:00 AM	900	2	Rampart	205	1	420	0			34.079	-118.2758
231013980	08/13/2023 12:00:00 AM	10/17/2020 12:00:00 AM	1216	10	West Valley	1045	2	354	28	F	O	34.1731	-118.5239
222019280	12/16/2022 12:00:00 AM	02/05/2020 12:00:00 AM	1500	20	Olympic	2046	2	649	75	F	O	34.056	-118.2929
220817417	11/21/2022 12:00:00 AM	02/21/2020 12:00:00 AM	905	8	West LA	813	2	354	55	F	W	34.0743	-118.4776
221411798	05/31/2022 12:00:00 AM	06/25/2020 12:00:00 AM	2200	14	Pacific	1479	1	121	16	F	W	33.9645	-118.3825
230604935	01/13/2023 12:00:00 AM	03/10/2020 12:00:00 AM	1600	6	Hollywood	656	2	354	49	F	W	34.0889	-118.3244
220505308	02/02/2022 12:00:00 AM	12/01/2020 12:00:00 AM	305	5	Harbor	585	2	354	49	F	B	33.7279	-118.2924
221225134	12/13/2022 12:00:00 AM	06/13/2020 12:00:00 AM	1605	12	77th Street	1213	2	354	37	M	O	33.9939	-118.3126
220706832	03/16/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1	7	Wilshire	782	2	668	0			34.0431	-118.3692
220818171	12/15/2022 12:00:00 AM	06/15/2020 12:00:00 AM	1045	8	West LA	884	2	354	29	F	O	34.0424	-118.4305
231807447	03/09/2023 12:00:00 AM	10/01/2020 12:00:00 AM	1620	18	Southeast	1822	2	354	34	M	B	33.9465	-118.2766
231317622	09/20/2023 12:00:00 AM	09/11/2020 12:00:00 AM	1100	13	Newton	1377	1	510	0			33.993	-118.2446
221819021	10/05/2022 12:00:00 AM	07/31/2020 12:00:00 AM	1200	18	Southeast	1839	2	354	28	F	B	33.9406	-118.2336
220110351	04/14/2022 12:00:00 AM	10/01/2020 12:00:00 AM	955	1	Central	164	2	354	39	M	B	34.0446	-118.2507
221222171	10/19/2022 12:00:00 AM	10/01/2020 12:00:00 AM	1110	12	77th Street	1265	2	956	0	Others	X	33.9611	-118.2917
221811447	05/26/2022 12:00:00 AM	02/01/2020 12:00:00 AM	1700	18	Southeast	1821	1	121	13	F	H	33.9492	-118.2827
210107732	03/20/2021 12:00:00 AM	12/01/2020 12:00:00 AM	1400	1	Central	148	1	341	0	M	X	34.0455	-118.2432
221006093	02/25/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1230	10	West Valley	1024	2	354	70	F	W	34.1938	-118.5415
221217989	08/19/2022 12:00:00 AM	04/27/2020 12:00:00 AM	1200	12	77th Street	1245	2	662	54	M	B	33.9785	-118.2919
221209376	04/06/2022 12:00:00 AM	01/05/2020 12:00:00 AM	1325	12	77th Street	1213	2	354	40	M	B	33.9951	-118.3089
220917492	12/20/2022 12:00:00 AM	03/20/2020 12:00:00 AM	1100	9	Van Nuys	929	2	354	41	F	O	34.1887	-118.4313
230515145	10/20/2023 12:00:00 AM	12/09/2020 12:00:00 AM	1200	5	Harbor	566	2	354	22	F	H	33.7324	-118.2858
220914148	09/22/2022 12:00:00 AM	01/01/2020 12:00:00 AM	800	9	Van Nuys	943	2	354	59	M	O	34.1686	-118.4443
230317144	09/16/2023 12:00:00 AM	08/08/2020 12:00:00 AM	1300	3	Southwest	361	2	354	23	M	B	34.0171	-118.3531
220707271	03/27/2022 12:00:00 AM	05/29/2020 12:00:00 AM	1200	7	Wilshire	752	2	354	53	M	B	34.055	-118.3733
221514248	08/30/2022 12:00:00 AM	08/04/2020 12:00:00 AM	1430	15	N Hollywood	1553	2	903	30	F	W	34.1576	-118.3921
200912561	07/20/2020 12:00:00 AM	07/20/2020 12:00:00 AM	700	9	Van Nuys	937	1	510	0			34.1812	-118.4356
221908403	04/18/2022 12:00:00 AM	04/17/2020 12:00:00 AM	2200	19	Mission	1972	2	745	31	F	H	34.2345	-118.4643
211004916	01/30/2021 12:00:00 AM	12/15/2020 12:00:00 AM	1200	10	West Valley	1063	1	310	48	M	H	34.1718	-118.5338
221915597	10/11/2022 12:00:00 AM	06/01/2020 12:00:00 AM	5	19	Mission	1916	2	812	9	F	H	34.3082	-118.4441
231713766	08/05/2023 12:00:00 AM	07/03/2020 12:00:00 AM	100	17	Devonshire	1723	2	626	22	M	H	34.2649	-118.5791
222006554	02/26/2022 12:00:00 AM	02/26/2020 12:00:00 AM	2230	20	Olympic	2017	1	236	21	M	H	34.0727	-118.2942
231510452	05/24/2023 12:00:00 AM	05/24/2020 12:00:00 AM	1045	15	N Hollywood	1521	2	354	33	M	W	34.1958	-118.4203
211504819	01/22/2021 12:00:00 AM	07/10/2020 12:00:00 AM	1200	15	N Hollywood	1547	1	510	0			34.1681	-118.379
210608827	04/23/2021 12:00:00 AM	12/15/2020 12:00:00 AM	1400	6	Hollywood	667	1	310	53	M	W	34.0944	-118.319
231008104	04/17/2023 12:00:00 AM	04/01/2020 12:00:00 AM	1355	10	West Valley	1011	2	354	62	M	W	34.2035	-118.5579
232004501	01/14/2023 12:00:00 AM	01/01/2020 12:00:00 AM	800	20	Olympic	2088	1	310	48	F	W	34.0418	-118.2852
230507151	03/24/2023 12:00:00 AM	06/26/2020 12:00:00 AM	600	5	Harbor	511	2	956	13	F	H	33.7915	-118.3043
221804340	01/08/2022 12:00:00 AM	03/07/2020 12:00:00 AM	1420	18	Southeast	1849	2	354	34	F	B	33.9315	-118.2349
230718552	12/16/2023 12:00:00 AM	08/17/2020 12:00:00 AM	1730	7	Wilshire	747	2	354	60	M	O	34.0557	-118.3406
230514897	10/19/2023 12:00:00 AM	08/19/2020 12:00:00 AM	2145	5	Harbor	585	2	354	36	M	H	33.7225	-118.3013
221507119	03/11/2022 12:00:00 AM	11/01/2020 12:00:00 AM	400	15	N Hollywood	1545	1	236	16	F	W	34.1622	-118.3943
231515086	09/20/2023 12:00:00 AM	03/16/2020 12:00:00 AM	1415	15	N Hollywood	1532	2	354	25	F	W	34.1797	-118.4014
221908685	04/25/2022 12:00:00 AM	03/07/2020 12:00:00 AM	1640	19	Mission	1974	2	354	19	M	B	34.2336	-118.4517
231419365	10/26/2023 12:00:00 AM	06/01/2020 12:00:00 AM	1200	14	Pacific	1473	2	354	33	M	H	33.9599	-118.4237
221507756	03/31/2022 12:00:00 AM	12/05/2020 12:00:00 AM	1200	15	N Hollywood	1522	2	354	33	M	W	34.1899	-118.4189
221213844	05/24/2022 12:00:00 AM	05/08/2020 12:00:00 AM	1320	12	77th Street	1232	2	354	31	M	B	33.9872	-118.3277
222104705	01/22/2022 12:00:00 AM	01/22/2020 12:00:00 AM	400	21	Topanga	2128	2	812	16	M	O	34.2132	-118.5754
221519127	12/30/2022 12:00:00 AM	12/17/2020 12:00:00 AM	1050	15	N Hollywood	1585	2	354	40	M	W	34.145	-118.3768
220505934	02/19/2022 12:00:00 AM	02/19/2020 12:00:00 AM	825	5	Harbor	501	1	330	33	M	H	33.8696	-118.2863
231211752	04/14/2023 12:00:00 AM	11/10/2020 12:00:00 AM	1	12	77th Street	1243	2	354	27	F	B	33.9814	-118.3068
222109748	05/27/2022 12:00:00 AM	03/28/2020 12:00:00 AM	1745	21	Topanga	2157	2	956	34	M	W	34.1938	-118.5906
210806271	02/26/2021 12:00:00 AM	10/31/2020 12:00:00 AM	1530	8	West LA	857	2	668	0	Others	X	34.0571	-118.3967
221222580	10/30/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1500	12	77th Street	1267	2	627	10	F	B	33.9636	-118.2871
221418375	10/30/2022 12:00:00 AM	10/30/2020 12:00:00 AM	2025	14	Pacific	1458	2	624	23	F	H	33.9949	-118.4089
231812149	06/19/2023 12:00:00 AM	12/24/2020 12:00:00 AM	955	18	Southeast	1822	2	354	76	M	H	33.9472	-118.2739
211410751	04/30/2021 12:00:00 AM	06/12/2020 12:00:00 AM	930	14	Pacific	1438	2	354	30	F	B	0	0
211106748	03/21/2021 12:00:00 AM	01/01/2020 12:00:00 AM	1200	11	Northeast	1107	2	354	50	F	F	34.1312	-118.1997
220106363	02/10/2022 12:00:00 AM	10/01/2020 12:00:00 AM	300	1	Central	132	1	121	31	F	W	34.0535	-118.2491
221217696	08/13/2022 12:00:00 AM	12/01/2020 12:00:00 AM	1605	12	77th Street	1258	2	354	56	M	H	33.9738	-118.2739
220414491	10/20/2022 12:00:00 AM	10/19/2020 12:00:00 AM	2000	4	Hollenbeck	442	1	510	0			34.0577	-118.2134
221612433	09/15/2022 12:00:00 AM	12/03/2020 12:00:00 AM	800	16	Foothill	1672	1	341	74	M	W	34.2312	-118.3903
230108364	03/08/2023 12:00:00 AM	12/16/2020 12:00:00 AM	1850	1	Central	166	2	354	43	M	B	34.0435	-118.2471
231205719	01/30/2023 12:00:00 AM	04/07/2020 12:00:00 AM	1259	12	77th Street	1243	2	354	20	F	O	33.979	-118.3112
220220118	11/12/2022 12:00:00 AM	11/12/2020 12:00:00 AM	1	2	Rampart	261	2	354	44	F	O	34.0554	-118.2789
221209255	03/24/2022 12:00:00 AM	08/28/2020 12:00:00 AM	1325	12	77th Street	1251	2	354	46	M	H	33.9781	-118.3338
221704329	01/03/2022 12:00:00 AM	06/05/2020 12:00:00 AM	1510	17	Devonshire	1775	2	354	42	F	W	34.2377	-118.5156
221913658	08/24/2022 12:00:00 AM	03/03/2020 12:00:00 AM	1	19	Mission	1902	2	354	41	M	H	34.3129	-118.4438
221806506	02/25/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1120	18	Southeast	1864	2	354	24	F	H	33.9292	-118.2604
212009203	05/15/2021 12:00:00 AM	12/05/2020 12:00:00 AM	730	20	Olympic	2069	2	900	43	M	H	34.0499	-118.2879
230208100	03/26/2023 12:00:00 AM	01/12/2020 12:00:00 AM	1300	2	Rampart	266	2	354	31	M	B	34.0531	-118.2738
231505784	02/13/2023 12:00:00 AM	10/14/2020 12:00:00 AM	2000	15	N Hollywood	1544	2	626	34	F	O	34.1613	-118.4008
221404692	01/15/2022 12:00:00 AM	11/01/2020 12:00:00 AM	1	14	Pacific	1431	2	886	56	M	W	33.988	-118.4703
241804050	01/01/2024 12:00:00 AM	04/01/2020 12:00:00 AM	1506	18	Southeast	1824	2	354	30	F	B	33.9518	-118.2554
240904134	01/04/2024 12:00:00 AM	03/01/2020 12:00:00 AM	900	9	Van Nuys	926	2	901	30	F	O	34.1917	-118.4389
231806065	02/06/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1200	18	Southeast	1827	2	813	11	F	H	33.9446	-118.2391
220508966	05/09/2022 12:00:00 AM	10/28/2020 12:00:00 AM	815	5	Harbor	513	2	956	35	F	H	33.7978	-118.2999
222106102	02/25/2022 12:00:00 AM	12/13/2020 12:00:00 AM	1430	21	Topanga	2156	2	354	-1	M	W	34.1904	-118.6059
221419817	11/02/2022 12:00:00 AM	12/04/2020 12:00:00 AM	1005	14	Pacific	1469	2	354	22	F	B	33.975	-118.3713
210117309	09/22/2021 12:00:00 AM	10/21/2020 12:00:00 AM	1200	1	Central	155	2	845	0	M	O	34.0448	-118.2474
220206927	03/08/2022 12:00:00 AM	11/01/2020 12:00:00 AM	1	2	Rampart	236	2	930	37	F	W	34.0682	-118.2663
231611191	08/17/2023 12:00:00 AM	03/01/2020 12:00:00 AM	1200	16	Foothill	1642	2	354	65	M	H	34.2537	-118.421
231512148	07/12/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1545	15	N Hollywood	1548	2	354	25	M	B	34.1667	-118.3702
221706445	03/08/2022 12:00:00 AM	06/05/2020 12:00:00 AM	2030	17	Devonshire	1723	2	354	52	F	V	34.2572	-118.5929
